qmof_id,name,analysis_bin,val_fold,primary_metal,linker_scaffold
qmof-583b75f,XECWIN_FSR,bandgap_1.5_to_2.0eV,4,Mn,O=C1c2ccccc2C(=O)c2ccccc21
qmof-282f987,XEHYAL_FSR,bandgap_1.5_to_2.0eV,1,V,c1cnccn1
qmof-27a6787,BIJYOK_FSR,bandgap_1.5_to_2.0eV,2,Cu,
qmof-39a2f45,PALYAD_FSR,bandgap_1.5_to_2.0eV,5,Mn,C(=Cc1ccncc1)c1ccncc1
qmof-c53a076,ROVWIK_FSR,bandgap_1.5_to_2.0eV,2,Cu,[CH]1C=C(c2ccncc2)C=CN1CCCCN1[CH]C=C(c2ccncc2)C=C1
qmof-9433b10,ROPWEA_FSR,bandgap_1.5_to_2.0eV,4,Mo,
qmof-60b8e98,CIJREU_FSR,bandgap_1.5_to_2.0eV,2,Mn,
qmof-733e678,SACJUD_FSR,bandgap_1.5_to_2.0eV,3,Mn,
qmof-33892a7,RITMIR_FSR,bandgap_1.5_to_2.0eV,1,Fe,c1cnccn1
qmof-58ccd6f,OKERIG_FSR,bandgap_1.5_to_2.0eV,4,Ni,
qmof-99ad091,XAKCOB_FSR,bandgap_1.5_to_2.0eV,3,Ag,C1=C[C]2C=CC=C2C=C1.[CH]1C=CC=C2C=CC=C12.[CH]1C=c2ccccc2=C1
qmof-7980106,XAKGIB_FSR,bandgap_1.5_to_2.0eV,4,Mn,c1ccc(-c2ccccc2)cc1.c1cn(CCCCn2ccnc2)cn1
qmof-80d488f,LEXREN_FSR,bandgap_1.5_to_2.0eV,5,Cu,
qmof-2aa8eb1,LICXAX_FSR,bandgap_1.5_to_2.0eV,2,Co,
qmof-d6cf7a2,BIGWIY_FSR,bandgap_1.5_to_2.0eV,3,Cr,
qmof-df9cac4,XEBMUM_FSR,bandgap_1.5_to_2.0eV,2,Cu,c1cnccn1
qmof-15fac80,LEHNEU_FSR,bandgap_1.5_to_2.0eV,2,Cu,c1cc(-c2nnc(-c3ccncc3)[nH]2)ccn1
qmof-27bbb6a,LETDIY_FSR,bandgap_1.5_to_2.0eV,1,Cu,c1nnc[nH]1
qmof-828f8b4,LELMOG_FSR,bandgap_1.5_to_2.0eV,1,Cd,C1=CSC(=C2SC=CS2)S1
qmof-01f1640,OLOFIF_FSR,bandgap_1.5_to_2.0eV,2,Co,[CH]1C=C(c2ccccc2)C=CN1
qmof-4b552f4,UYOXOW_FSR,bandgap_1.5_to_2.0eV,2,Nd,c1ccccc1
qmof-c1381a2,LIWCEB_FSR,bandgap_1.5_to_2.0eV,2,Rh,c1ccc2nc3ccccc3nc2c1
qmof-a5e17b9,LOJLAZ_FSR,bandgap_1.5_to_2.0eV,4,Au,c1cc(-c2nnc(-c3ccncc3)nn2)ccn1
qmof-d40bf2f,FISPIJ_FSR,bandgap_1.5_to_2.0eV,1,Cu,
qmof-f5a08c4,FISPOP_FSR,bandgap_1.5_to_2.0eV,1,Cu,
qmof-62678da,WUTGOJ01_FSR,bandgap_1.5_to_2.0eV,1,Cu,
qmof-429c0de,ONARIF_FSR,bandgap_1.5_to_2.0eV,1,Ag,
qmof-afe2748,OMEZUC_FSR,bandgap_1.5_to_2.0eV,3,Cu,
qmof-8539847,ONOVAP_FSR,bandgap_1.5_to_2.0eV,4,Mn,c1cncnc1
qmof-db2fd16,DUYPEU_FSR,bandgap_1.5_to_2.0eV,1,Cu,
qmof-bd3e848,VEVGUY01_FSR,bandgap_1.5_to_2.0eV,2,Cu,c1ccc2nccnc2c1
qmof-88ef49a,ECUTAX_FSR,bandgap_1.5_to_2.0eV,1,Cu,C(#Cc1cccnc1)c1cccnc1
qmof-8ebb5d3,VEGZAJ_FSR,bandgap_1.5_to_2.0eV,5,Organic_Only,
qmof-832230f,ECOJIP_FSR,bandgap_1.5_to_2.0eV,4,Mn,c1ccncc1
qmof-f2b7fe9,CEPFOS_FSR,bandgap_1.5_to_2.0eV,4,Cu,c1cc(-c2ccncn2)ncn1
qmof-e8bc912,HAYLEB_FSR,bandgap_1.5_to_2.0eV,4,Co,C(=Nc1cccc2c(N=Cc3ccncc3)cccc12)c1ccncc1
qmof-f6519c0,HAWCIT_FSR,bandgap_1.5_to_2.0eV,4,Mo,c1ccncc1
qmof-e5a036c,HAWTOQ_FSR,bandgap_1.5_to_2.0eV,5,Cu,S=c1nccc[nH]1
qmof-d587b67,HAWWIO01_FSR,bandgap_1.5_to_2.0eV,4,Cu,c1cnccn1
qmof-90c2d5e,HAXNEB_FSR,bandgap_1.5_to_2.0eV,2,Cu,C(=NN=Cc1ccccc1)c1ccccc1
qmof-21a886a,TIZCIR_FSR,bandgap_1.5_to_2.0eV,2,Cu,c1ccccc1
qmof-6b5adb3,LICXEB_FSR,bandgap_1.5_to_2.0eV,5,Ni,c1coc(C2=NSS[N]2)c1
qmof-686888c,LIGGOA_FSR,bandgap_1.5_to_2.0eV,4,Cu,O=C(c1cccc(C(=O)n2nnc3ccccc32)c1)n1nnc2ccccc21
qmof-1c8cb7c,ODOFIW_FSR,bandgap_1.5_to_2.0eV,1,Cu,c1cnccn1
qmof-9d86f1e,ODOFOC_FSR,bandgap_1.5_to_2.0eV,4,Cu,
qmof-cbf7bfe,EDEDEZ_FSR,bandgap_1.5_to_2.0eV,2,Cu,C1=C[N]N=C1.[CH]1C=CN=N1.[CH]1C=NN=C1
qmof-61d14dd,EDEDID_FSR,bandgap_1.5_to_2.0eV,4,Cu,C1=C[N]N=C1.[CH]1C=CN=N1.[CH]1C=NN=C1
qmof-cf1fc30,EDEDOJ_FSR,bandgap_1.5_to_2.0eV,3,Cu,C1=C[N]N=C1.[CH]1C=CN=N1.[CH]1C=NN=C1
qmof-caea536,OCIXON01_FSR,bandgap_1.5_to_2.0eV,1,Mo,c1cnccn1
qmof-6d36b89,ODOFES_FSR,bandgap_1.5_to_2.0eV,1,Cu,c1cnccn1
qmof-a883af6,OCECOR_FSR,bandgap_1.5_to_2.0eV,4,Cu,
qmof-8437032,VIFDIZ_FSR,bandgap_1.5_to_2.0eV,3,Mn,
qmof-8208646,BEQDAF_FSR,bandgap_1.5_to_2.0eV,5,Cu,C1CCNCC1
qmof-41e2d68,LOVTOF_FSR,bandgap_1.5_to_2.0eV,5,Cu,c1cncnc1
qmof-4716b44,LOTROB_FSR,bandgap_1.5_to_2.0eV,2,Cu,
qmof-de034a9,LUNRET_FSR,bandgap_1.5_to_2.0eV,1,Co,c1cnc(-c2ncccn2)nc1
qmof-0d43f7f,AKAYER_FSR,bandgap_1.5_to_2.0eV,1,Cu,O=C(Oc1cc(OC(=O)c2ccncc2)cc(OC(=O)c2ccncc2)c1)c1ccncc1
qmof-39f4852,SAWTUF_FSR,bandgap_1.5_to_2.0eV,1,Cu,
qmof-50b0e76,SAWVIV_FSR,bandgap_1.5_to_2.0eV,5,Cu,
qmof-03814d4,SAZTIX02_FSR,bandgap_1.5_to_2.0eV,5,Cu,c1cc(-c2ccncc2)ccn1
qmof-aea2084,CEZBEQ_FSR,bandgap_1.5_to_2.0eV,3,Cu,O=C(Oc1ccc(OC(=O)c2ccncc2)cc1)c1ccncc1
qmof-15d1cfa,CETMEW_FSR,bandgap_1.5_to_2.0eV,4,Cu,
qmof-e5e66c6,CEWFAN_FSR,bandgap_1.5_to_2.0eV,3,Cu,c1cn(-c2ccc([N][N]c3ccc(-n4ccnc4)cc3)cc2)cn1
qmof-5ff6ae2,QOLFIH_FSR,bandgap_1.5_to_2.0eV,2,Fe,c1ccc2ccccc2c1
qmof-d33d1b0,DACQEG_FSR,bandgap_1.5_to_2.0eV,4,Cu,S=C1NCCN1C1=NCCN1
qmof-97a7eaf,QORBAA_FSR,bandgap_1.5_to_2.0eV,5,Cu,c1ccc2nsnc2c1
qmof-beb45ec,DABXOW_FSR,bandgap_1.5_to_2.0eV,5,Zn,c1ccccc1
qmof-8637eeb,UDILUQ_FSR,bandgap_1.5_to_2.0eV,1,Mn,c1ccccc1
qmof-6884d48,JOCNUN_FSR,bandgap_1.5_to_2.0eV,4,Mn,[CH]1N=C[N]N1Cc1ccc(Cn2cncn2)cc1.c1ccccc1
qmof-2fb3ec3,GOSFUP_FSR,bandgap_1.5_to_2.0eV,4,Cu,
qmof-f5242a4,GOSGEA_FSR,bandgap_1.5_to_2.0eV,5,Cu,c1ccc(-c2nccnc2-c2ccccn2)nc1
qmof-544348b,XOSZAG_FSR,bandgap_1.5_to_2.0eV,5,Cu,c1cc(-c2ccncc2)ccn1
qmof-5eabff0,APOMID_FSR,bandgap_1.5_to_2.0eV,2,Cu,c1ccncc1
qmof-9a9e64a,APONAW_FSR,bandgap_1.5_to_2.0eV,3,Cu,c1ccncc1
qmof-c4b76e9,APONIE_FSR,bandgap_1.5_to_2.0eV,2,Cu,c1ccncc1
qmof-d197604,KABTEO_FSR,bandgap_1.5_to_2.0eV,5,Cu,
qmof-1461a66,RAXPAJ_FSR,bandgap_1.5_to_2.0eV,1,Cu,
qmof-b4cdf8e,EMAYUM_FSR,bandgap_1.5_to_2.0eV,2,Ag,
qmof-5b60b2b,VOBRAH_FSR,bandgap_1.5_to_2.0eV,1,Cu,
qmof-c6652e8,EMAFUU_FSR,bandgap_1.5_to_2.0eV,2,Mo,c1cn(-c2ccc(-n3ccnc3)cc2)cn1
qmof-579321e,NOPQIU_FSR,bandgap_1.5_to_2.0eV,3,Cu,c1ccc(C2=NSc3ccccc3N2)nc1
qmof-497c336,NUHQEN_FSR,bandgap_1.5_to_2.0eV,3,Cu,c1ccc2nccnc2c1
qmof-c8fe486,MAPMOH_FSR,bandgap_1.5_to_2.0eV,3,Cu,
qmof-28454c2,MARHOC_FSR,bandgap_1.5_to_2.0eV,1,Cu,
qmof-78cdf5d,MATGAQ_FSR,bandgap_1.5_to_2.0eV,5,Mn,c1ccccc1
qmof-b8b1d35,FEPPAU_FSR,bandgap_1.5_to_2.0eV,3,Cu,
qmof-e6b3552,MARFUH_FSR,bandgap_1.5_to_2.0eV,2,Cu,
qmof-939017e,WOHYOH_FSR,bandgap_1.5_to_2.0eV,2,Mn,c1ccncc1
qmof-0b4817e,NIDRAW_FSR,bandgap_1.5_to_2.0eV,3,Cu,[CH]1C=C(C2=NN=N[N]2)C=CN1
qmof-268888c,LONVIV_FSR,bandgap_1.5_to_2.0eV,4,Mn,c1c2c(cc3c1=NN=N3)=NN=N2
qmof-50d7874,EKALIL_FSR,bandgap_1.5_to_2.0eV,4,Cu,
qmof-d3530bc,MIHKUL_FSR,bandgap_1.5_to_2.0eV,3,Cu,O=C(NCCCCNC(=O)c1cccnc1)c1cccnc1
qmof-253ef86,VORTON_FSR,bandgap_1.5_to_2.0eV,5,Cu,
qmof-93da51e,NIGNUP_FSR,bandgap_1.5_to_2.0eV,5,Er,O=C1[CH]C(=O)C(=O)[CH]C1=O
qmof-c885572,ERIVEI_FSR,bandgap_1.5_to_2.0eV,5,Mn,
qmof-1f3610c,ESEHEP_FSR,bandgap_1.5_to_2.0eV,4,Mn,
qmof-a2745e9,ESIQUS_FSR,bandgap_1.5_to_2.0eV,4,Mn,
qmof-4cdc080,VUWDUN_FSR,bandgap_1.5_to_2.0eV,4,Mn,
qmof-f77560d,NIGJES_FSR,bandgap_1.5_to_2.0eV,5,Cu,c1cc2ccc1CSCc1ccc(cc1)CSC2
qmof-ad11f37,MEQUNI01_FSR,bandgap_1.5_to_2.0eV,3,Ni,
qmof-4ee5c8e,FEJKAI_FSR,bandgap_1.5_to_2.0eV,3,Hg,
qmof-1547f0e,AZIWEM_FSR,bandgap_1.5_to_2.0eV,3,Cu,[CH]([N][N][CH]c1ccncc1)c1ccncc1
qmof-8a1e648,ETUZEY_FSR,bandgap_1.5_to_2.0eV,3,Mn,c1ccncc1
qmof-7d579e0,WURNIG_FSR,bandgap_1.5_to_2.0eV,3,Cu,
qmof-7d8ce0e,WURNOM_FSR,bandgap_1.5_to_2.0eV,2,Cu,
qmof-7ceb9a5,WEMDAU_FSR,bandgap_1.5_to_2.0eV,3,Cu,c1cc(-c2cncnc2)ccn1
qmof-52cac05,AZOSAJ_FSR,bandgap_1.5_to_2.0eV,4,Mo,
qmof-e534471,MIZYAV_FSR,bandgap_1.5_to_2.0eV,4,La,O=C1[CH]C(=O)C(=O)[CH]C1=O
qmof-272dfc1,FAQSIA_FSR,bandgap_1.5_to_2.0eV,5,Cu,
qmof-1de625c,NECDUV_FSR,bandgap_1.5_to_2.0eV,4,Mo,C(=Cc1ccsc1)c1ccsc1
qmof-e2b0729,BAXPOG_FSR,bandgap_1.5_to_2.0eV,5,Hg,
qmof-2499b88,WEGFEW_FSR,bandgap_1.5_to_2.0eV,4,Cu,
qmof-8c21d01,WEHVIP01_FSR,bandgap_1.5_to_2.0eV,1,Cu,C(=Cc1ccncc1)c1ccncc1
qmof-ad7387b,MUQVOL01_FSR,bandgap_1.5_to_2.0eV,1,Li,O=C1c2ccccc2C(=O)c2ccccc21
qmof-6fcc83e,MUQWAY01_FSR,bandgap_1.5_to_2.0eV,4,Li,O=C1c2ccccc2C(=O)c2ccccc21
qmof-7953340,MUQWIG_FSR,bandgap_1.5_to_2.0eV,2,Li,O=C1c2ccccc2C(=O)c2ccccc21
qmof-f6ecddf,NARVIM_FSR,bandgap_1.5_to_2.0eV,3,Cu,
qmof-4619124,NALLAP_FSR,bandgap_1.5_to_2.0eV,5,Cu,
qmof-8d09e55,WEJNEF_FSR,bandgap_1.5_to_2.0eV,1,Cu,
qmof-df79c2c,NATYUF_FSR,bandgap_1.5_to_2.0eV,5,Mn,
qmof-94eb142,SITGEK_FSR,bandgap_1.5_to_2.0eV,3,Cu,
qmof-11b275c,HESKIZ_FSR,bandgap_1.5_to_2.0eV,5,Cu,O=C1[CH]C(=O)C(=O)[CH]C1=O
qmof-350f7da,IMUQEN_FSR,bandgap_1.5_to_2.0eV,2,Ni,c1cc(-c2ccncc2)ccn1
qmof-fdbdc7f,MIRNOR01_FSR,bandgap_1.5_to_2.0eV,3,Cu,c1cc(-c2ccncc2)ccn1
qmof-996e2da,FARJEO_FSR,bandgap_1.5_to_2.0eV,3,Mn,c1cc(-c2cc[nH+]cc2)cc[nH+]1
qmof-a36f9a4,FABYAK_FSR,bandgap_1.5_to_2.0eV,4,Cu,
qmof-ba8315e,MUPKIS_FSR,bandgap_1.5_to_2.0eV,2,Cu,c1cc(-c2nnc(-c3ccncc3)[nH]2)ccn1
qmof-050f6a7,MUHQAH_FSR,bandgap_1.5_to_2.0eV,2,Cu,c1cnccn1
qmof-094542b,MUQWUS_FSR,bandgap_1.5_to_2.0eV,4,Li,O=C1c2ccccc2C(=O)c2ccccc21
qmof-73c479b,RARTOV_FSR,bandgap_1.5_to_2.0eV,3,Cu,
qmof-ee4a4ac,UCAXAY_FSR,bandgap_1.5_to_2.0eV,1,Mn,c1cc(-c2cc[nH+]cc2)cc[nH+]1
qmof-2f8d683,BOYWES_FSR,bandgap_1.5_to_2.0eV,3,Mn,
qmof-81462ef,CUTCEB_FSR,bandgap_1.5_to_2.0eV,4,Mn,c1ccccc1
qmof-2eac6d3,CUSFAZ_FSR,bandgap_1.5_to_2.0eV,1,Cu,c1cnccn1
qmof-866f4f7,JENRUQ_FSR,bandgap_1.5_to_2.0eV,1,Mn,
qmof-af4c0b7,JIQHEW_FSR,bandgap_1.5_to_2.0eV,1,Ag,
qmof-fa87b9a,IBIVOF_FSR,bandgap_1.5_to_2.0eV,5,Cd,O=C1C(=O)C(=O)C(=O)C(=O)C1=O.c1cnc(-c2ncccn2)nc1
qmof-d84e3da,HOQFAU01_FSR,bandgap_1.5_to_2.0eV,5,Ag,c1cnccn1
qmof-5d28c85,HORWAM_FSR,bandgap_1.5_to_2.0eV,2,Cu,
qmof-d55dcc4,HORWEQ_FSR,bandgap_1.5_to_2.0eV,3,Cu,[CH]1N=CN=CN1
qmof-dcabab2,AFEDAR_FSR,bandgap_1.5_to_2.0eV,3,Er,c1ccccc1
qmof-6092a23,HUJJEB_FSR,bandgap_1.5_to_2.0eV,2,Cu,c1cc2cncc3ccc4cncc1c4c23
qmof-1ac2507,TEBJUI_FSR,bandgap_2.0_to_2.5eV,3,K,
qmof-bcdc0ff,TEBDIQ_FSR,bandgap_2.0_to_2.5eV,1,Zn,O=C1[CH]C(=O)C(=O)[CH]C1=O.c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1
qmof-add8947,TEBCOV_FSR,bandgap_2.0_to_2.5eV,4,Cd,O=C1[CH]C(=O)C(=O)[CH]C1=O
qmof-1fe9d39,TAZTOG_FSR,bandgap_2.0_to_2.5eV,1,Cd,O=C1C=CC(=O)C=C1
qmof-330a403,CASQEU_FSR,bandgap_2.0_to_2.5eV,4,Co,c1cc(-c2nnc(-c3ccncc3)s2)ccn1.c1ccc(Cc2ccccc2)cc1
qmof-fe7db0d,CAQMIS_FSR,bandgap_2.0_to_2.5eV,1,Cu,
qmof-529911c,CAPQIU_FSR,bandgap_2.0_to_2.5eV,3,Cu,[CH]1C=CC=CN1
qmof-75b0794,TADBAD_FSR,bandgap_2.0_to_2.5eV,5,Au,
qmof-d8f54c1,TACZUU_FSR,bandgap_2.0_to_2.5eV,4,Au,
qmof-ed94e56,HIHFAH_FSR,bandgap_2.0_to_2.5eV,3,Ni,[CH]1C=CN=C1[C](C1=CC=C[N]1)c1ccncc1.[CH]1C=NC([C](C2=CC=C[N]2)c2ccncc2)=C1
qmof-85d5909,IBOPOH_FSR,bandgap_2.0_to_2.5eV,4,Cd,C(C=Cc1ccncc1)=Cc1ccncc1.c1ccccc1
qmof-1000751,IBOBOQ_FSR,bandgap_2.0_to_2.5eV,4,Cu,
qmof-459525d,HUZRIE_FSR,bandgap_2.0_to_2.5eV,5,Zn,C(=Cc1ccncc1)c1ccncc1
qmof-beeff21,HUMPOV_FSR,bandgap_2.0_to_2.5eV,1,Na,O=C1[CH]C(=O)C(=O)[CH]C1=O
qmof-834dbd5,HUTWUP02_FSR,bandgap_2.0_to_2.5eV,5,Cu,c1cnccn1
qmof-c946ba5,HUJHUP01_FSR,bandgap_2.0_to_2.5eV,5,Cu,c1cncnc1
qmof-4ee0d95,TEBZAB01_FSR,bandgap_2.0_to_2.5eV,5,Co,c1cnccn1
qmof-0054a8a,BAKPOS_FSR,bandgap_2.0_to_2.5eV,2,Hg,
qmof-379302a,BAHZAO_FSR,bandgap_2.0_to_2.5eV,1,Na,c1ccccc1
qmof-a4aabcf,WILPEN_FSR,bandgap_2.0_to_2.5eV,1,Pb,
qmof-c69c808,FAHPIO_FSR,bandgap_2.0_to_2.5eV,4,Cd,O=C1[CH]C(=O)C(=O)[CH]C1=O
qmof-a157e00,FANNAM_FSR,bandgap_2.0_to_2.5eV,5,Zn,c1cc(-c2ccncc2)ccn1.c1ccc(-c2ccccc2)cc1
qmof-d6563eb,MOJLII01_FSR,bandgap_2.0_to_2.5eV,5,Cu,c1ccccc1
qmof-8af2c4b,WILFON_FSR,bandgap_2.0_to_2.5eV,4,Ag,c1nncc2cnncc12
qmof-73c6324,BADXUZ01_FSR,bandgap_2.0_to_2.5eV,4,Cu,
qmof-f2f6110,WISZIH_FSR,bandgap_2.0_to_2.5eV,2,Cu,
qmof-1a7f459,FAQHEM_FSR,bandgap_2.0_to_2.5eV,1,Co,
qmof-1a42fad,MIZZEA_FSR,bandgap_2.0_to_2.5eV,4,Y,O=C1[CH]C(=O)C(=O)[CH]C1=O
qmof-0c75beb,WIMSIV_FSR,bandgap_2.0_to_2.5eV,2,Mn,c1cn(Cn2ccnc2)cn1
qmof-b1d5255,WIWTUU_FSR,bandgap_2.0_to_2.5eV,1,Ag,C1=CN=C[N]1
qmof-0fe7196,WIWQAW_FSR,bandgap_2.0_to_2.5eV,5,Mo,
qmof-360dd73,WOGHEG_FSR,bandgap_2.0_to_2.5eV,4,Zn,c1cc(-c2nnc(-c3ccncc3)nn2)ccn1.c1ccccc1
qmof-b71cc86,MUPMEQ01_FSR,bandgap_2.0_to_2.5eV,5,Cu,c1cncc(-c2nnc(-c3cccnc3)[nH]2)c1
qmof-e6be400,MUSHAJ_FSR,bandgap_2.0_to_2.5eV,3,Cu,c1cnc2ccc3ncccc3c2c1
qmof-9466437,MUSGIQ_FSR,bandgap_2.0_to_2.5eV,4,Cu,
qmof-c906ab4,MUSGEM_FSR,bandgap_2.0_to_2.5eV,3,Cu,
qmof-9f0b3fe,MUHQEL_FSR,bandgap_2.0_to_2.5eV,3,Cu,c1cnccn1
qmof-4d203e9,MUPKUE_FSR,bandgap_2.0_to_2.5eV,3,Cu,c1cc(-c2nnc(-c3ccncc3)[nH]2)ccn1
qmof-d44e9a3,MUPKOY_FSR,bandgap_2.0_to_2.5eV,1,Cu,c1cc(-c2nnc(-c3ccncc3)[nH]2)ccn1
qmof-dcbefe5,FABHEX_FSR,bandgap_2.0_to_2.5eV,3,Mn,
qmof-86555b1,WOFMAI_FSR,bandgap_2.0_to_2.5eV,2,Cu,
qmof-b420251,MIRRUB_FSR,bandgap_2.0_to_2.5eV,1,Mn,
qmof-bb7bee0,FARXOM_FSR,bandgap_2.0_to_2.5eV,2,Ni,
qmof-651fdeb,FARXEC_FSR,bandgap_2.0_to_2.5eV,1,Ni,
qmof-8ca501e,MIWNIR_FSR,bandgap_2.0_to_2.5eV,1,Pr,
qmof-0a8fd51,MIVNUC_FSR,bandgap_2.0_to_2.5eV,4,Mo,
qmof-1e13a77,FAQVEY_FSR,bandgap_2.0_to_2.5eV,2,Hg,
qmof-0771f58,FAYDAN_FSR,bandgap_2.0_to_2.5eV,2,Zn,c1cc(-c2ccncc2)ccn1.c1ccc(N(c2ccccc2)c2ccccc2)cc1
qmof-66dc50d,MIJLEX_FSR,bandgap_2.0_to_2.5eV,2,Cu,c1cnccn1
qmof-0af7444,MEYLUZ_FSR,bandgap_2.0_to_2.5eV,1,Cu,
qmof-3dab219,NAZTEQ_FSR,bandgap_2.0_to_2.5eV,1,Cu,C(=Cc1ccncc1)c1ccncc1
qmof-f6b20e5,NARBEO_FSR,bandgap_2.0_to_2.5eV,3,Ni,
qmof-8ecac40,NAYJAY_FSR,bandgap_2.0_to_2.5eV,2,Co,
qmof-e7b6156,BAVKIS_FSR,bandgap_2.0_to_2.5eV,1,Hg,
qmof-e6d34bf,WAYQOF_FSR,bandgap_2.0_to_2.5eV,2,Fe,C(=Cc1ccncc1)c1ccncc1
qmof-371cbb6,NACKEH_FSR,bandgap_2.0_to_2.5eV,2,Cu,O=C1[CH]C(=O)C(=O)[CH]C1=O
qmof-a27f33e,VUTLAY_FSR,bandgap_2.0_to_2.5eV,5,V,c1cn(CCCCn2ccnc2)cn1
qmof-f312b31,WAHMOJ_FSR,bandgap_2.0_to_2.5eV,3,Mo,[CH]1N=C[N]N1CCCn1cncn1
qmof-ea963b6,NEDHIN_FSR,bandgap_2.0_to_2.5eV,3,Cu,
qmof-f93c790,ETIREG_FSR,bandgap_2.0_to_2.5eV,1,Ag,c1ccccc1
qmof-e2ef78a,ETEVEG_FSR,bandgap_2.0_to_2.5eV,3,Cu,
qmof-f754d4b,NEHZEF_FSR,bandgap_2.0_to_2.5eV,5,Mn,O=C1[CH]C(=O)C(=O)[CH]C1=O.c1cnc(-c2ncccn2)nc1
qmof-56f4308,NEGKIW_FSR,bandgap_2.0_to_2.5eV,3,Zn,
qmof-bfbbb54,NEFMET_FSR,bandgap_2.0_to_2.5eV,5,K,O=C1[C](c2ccccc2)C(=O)C(=O)[C](c2ccccc2)C1=O
qmof-27fd119,NAWSEM_FSR,bandgap_2.0_to_2.5eV,5,Mo,
qmof-306fb3e,NAZWET_FSR,bandgap_2.0_to_2.5eV,1,Zn,c1cc([N][N]c2ccncc2)ccn1.c1ccccc1
qmof-04459f0,AZIROQ_FSR,bandgap_2.0_to_2.5eV,3,Zn,c1cc(-c2ccncc2)ccn1.c1ccccc1
qmof-ce36f66,AYOXOD_FSR,bandgap_2.0_to_2.5eV,3,Co,C(=Cc1ccncc1)c1ccncc1
qmof-4a50fa6,WOPXAA01_FSR,bandgap_2.0_to_2.5eV,4,Mo,c1cnccn1
qmof-322e926,WOLLUF_FSR,bandgap_2.0_to_2.5eV,3,Cu,c1cc(-c2ccc(-c3ccnnc3)cc2)cnn1
qmof-49b3901,MEJCEJ_FSR,bandgap_2.0_to_2.5eV,3,Rh,c1ccccc1
qmof-edd39e3,FELFUA_FSR,bandgap_2.0_to_2.5eV,2,Cu,
qmof-82f6d0d,FEKDAA_FSR,bandgap_2.0_to_2.5eV,2,Ag,C1=CSC(=C2SC=CS2)S1
qmof-9d46947,FEJYAV_FSR,bandgap_2.0_to_2.5eV,3,Mn,c1c[nH+]cc[nH+]1
qmof-aabf74a,FEJXUO_FSR,bandgap_2.0_to_2.5eV,3,Mn,c1c[nH+]cc[nH+]1
qmof-46eeb9f,MAYNOQ_FSR,bandgap_2.0_to_2.5eV,5,Bi,
qmof-c4a4198,VOQVOO_FSR,bandgap_2.0_to_2.5eV,5,Zn,c1ccccc1
qmof-8ef372e,VUTLEC_FSR,bandgap_2.0_to_2.5eV,3,V,c1cn(CCCCn2ccnc2)cn1
qmof-b2b6f0e,NENRIK_FSR,bandgap_2.0_to_2.5eV,1,Zn,c1ccc([N][N]c2cccc3ncccc23)cc1
qmof-3ca5d72,NESDIY_FSR,bandgap_2.0_to_2.5eV,4,Ag,S=c1sc2c(s1)SCCS2
qmof-a57163a,ERAQET_FSR,bandgap_2.0_to_2.5eV,4,Cu,
qmof-d314647,NEJYAE_FSR,bandgap_2.0_to_2.5eV,1,Mn,
qmof-67b33e8,ESINUR_FSR,bandgap_2.0_to_2.5eV,4,Fe,
qmof-74ea819,ESATEY_FSR,bandgap_2.0_to_2.5eV,4,Zn,c1cc([N][N]c2ccncc2)ccn1.c1ccc2ccccc2c1
qmof-68ec4be,NEFLUI_FSR,bandgap_2.0_to_2.5eV,3,Cs,O=C1[C](c2ccccc2)C(=O)C(=O)[C](c2ccccc2)C1=O
qmof-7337787,NEFJOA_FSR,bandgap_2.0_to_2.5eV,2,K,O=C1[CH]C(=O)C(=O)[CH]C1=O
qmof-58c4b5f,ENUQEK_FSR,bandgap_2.0_to_2.5eV,2,Zn,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54
qmof-e297624,VOPBUZ_FSR,bandgap_2.0_to_2.5eV,3,Cu,
qmof-8aecaef,BELCUT_FSR,bandgap_2.0_to_2.5eV,1,Mn,c1ccc2nc(C3=N[N]N=N3)ccc2c1
qmof-d1d61f9,VOTCOY_FSR,bandgap_2.0_to_2.5eV,2,Zn,
qmof-c777fbc,VOTCIS_FSR,bandgap_2.0_to_2.5eV,1,Zn,
qmof-9372acf,NIFSIF_FSR,bandgap_2.0_to_2.5eV,3,Zn,
qmof-b780466,EPUMEJ_FSR,bandgap_2.0_to_2.5eV,5,Mn,c1ccc([N][N]c2ccccc2)cc1
qmof-def34ed,EPIYOT_FSR,bandgap_2.0_to_2.5eV,1,Cu,O=C1C=CC(=O)N1
qmof-1dc8075,EPIRUS_FSR,bandgap_2.0_to_2.5eV,3,Cu,
qmof-0782391,NESPAC_FSR,bandgap_2.0_to_2.5eV,5,Cu,c1ccc2nccnc2c1
qmof-905f6f5,EQIZAF_FSR,bandgap_2.0_to_2.5eV,3,Cu,c1cncnc1
qmof-12d3e65,NEXLIN_FSR,bandgap_2.0_to_2.5eV,3,Fe,c1ccn2c(-c3cnccn3)nnc2c1
qmof-8af7565,AYIVEK_FSR,bandgap_2.0_to_2.5eV,5,Mo,c1cc(-c2ccncc2)ccn1
qmof-940a088,WOXQUX_FSR,bandgap_2.0_to_2.5eV,5,Cd,C(=Cc1ccc2ccccc2n1)c1cccnc1
qmof-aa014ee,WOWYIQ_FSR,bandgap_2.0_to_2.5eV,4,Cu,c1cnccn1
